"","recruitmentLevel_bin","p_bin","prop","nocc_bin","0-0.5","0.5-0.8","0.8-1"
"1354","30-60","0.06-0.08",0.25,"3-4",1,0,0
"1355","30-60","0.06-0.08",0.25,"4-5",1,0,0
"1356","30-60","0.06-0.08",0.25,"5-10",1,0,0
"1357","30-60","0.06-0.08",0.25,"10-20",1,0,0
"1358","30-60","0.06-0.08",0.25,"20-30",1,0,0
"1359","30-60","0.06-0.08",0.25,"30-40",1,0,0
"1360","30-60","0.06-0.08",0.25,"40-50",1,0,0
"1361","30-60","0.08-0.1",0.05,"2-3",1,0,0
"1362","30-60","0.08-0.1",0.05,"3-4",1,0,0
"1363","30-60","0.08-0.1",0.05,"4-5",1,0,0
"1364","30-60","0.08-0.1",0.05,"5-10",1,0,0
"1365","30-60","0.08-0.1",0.05,"10-20",1,0,0
"1366","30-60","0.08-0.1",0.05,"20-30",1,0,0
"1367","30-60","0.08-0.1",0.05,"30-40",1,0,0
"1368","30-60","0.08-0.1",0.05,"40-50",1,0,0
"1369","30-60","0.08-0.1",0.1,"2-3",1,0,0
"1370","30-60","0.08-0.1",0.1,"3-4",1,0,0
"1371","30-60","0.08-0.1",0.1,"4-5",1,0,0
"1372","30-60","0.08-0.1",0.1,"5-10",1,0,0
"1373","30-60","0.08-0.1",0.1,"10-20",1,0,0
"1374","30-60","0.08-0.1",0.1,"20-30",1,0,0
"1375","30-60","0.08-0.1",0.1,"30-40",1,0,0
"1376","30-60","0.08-0.1",0.1,"40-50",1,0,0
"1377","30-60","0.08-0.1",0.15,"2-3",1,0,0
"1378","30-60","0.08-0.1",0.15,"3-4",1,0,0
"1379","30-60","0.08-0.1",0.15,"4-5",1,0,0
"1380","30-60","0.08-0.1",0.15,"5-10",1,0,0
"1381","30-60","0.08-0.1",0.15,"10-20",1,0,0
"1382","30-60","0.08-0.1",0.15,"20-30",1,0,0
"1383","30-60","0.08-0.1",0.15,"30-40",1,0,0
"1384","30-60","0.08-0.1",0.15,"40-50",1,0,0
"1385","30-60","0.08-0.1",0.2,"2-3",1,0,0
"1386","30-60","0.08-0.1",0.2,"3-4",1,0,0
"1387","30-60","0.08-0.1",0.2,"4-5",1,0,0
"1388","30-60","0.08-0.1",0.2,"5-10",1,0,0
"1389","30-60","0.08-0.1",0.2,"10-20",1,0,0
"1390","30-60","0.08-0.1",0.2,"20-30",1,0,0
"1391","30-60","0.08-0.1",0.2,"30-40",1,0,0
"1392","30-60","0.08-0.1",0.2,"40-50",1,0,0
"1393","30-60","0.08-0.1",0.25,"2-3",1,0,0
"1394","30-60","0.08-0.1",0.25,"3-4",1,0,0
"1395","30-60","0.08-0.1",0.25,"4-5",1,0,0
"1396","30-60","0.08-0.1",0.25,"5-10",1,0,0
"1397","30-60","0.08-0.1",0.25,"10-20",1,0,0
"1398","30-60","0.08-0.1",0.25,"20-30",1,0,0
"1399","30-60","0.08-0.1",0.25,"30-40",1,0,0
"1400","30-60","0.08-0.1",0.25,"40-50",1,0,0
"1401","60-100","0-0.02",0.05,"2-3",1,0,0
"1402","60-100","0-0.02",0.05,"3-4",1,0,0
"1403","60-100","0-0.02",0.05,"4-5",1,0,0
"1404","60-100","0-0.02",0.05,"5-10",1,0,0
"1405","60-100","0-0.02",0.05,"10-20",1,0,0
"1406","60-100","0-0.02",0.05,"20-30",1,0,0
"1407","60-100","0-0.02",0.05,"30-40",1,0,0
"1408","60-100","0-0.02",0.05,"40-50",1,0,0
"1409","60-100","0-0.02",0.1,"2-3",1,0,0
"1410","60-100","0-0.02",0.1,"3-4",1,0,0
"1411","60-100","0-0.02",0.1,"4-5",1,0,0
"1412","60-100","0-0.02",0.1,"5-10",1,0,0
"1413","60-100","0-0.02",0.1,"10-20",1,0,0
"1414","60-100","0-0.02",0.1,"20-30",1,0,0
"1415","60-100","0-0.02",0.1,"30-40",1,0,0
"1416","60-100","0-0.02",0.1,"40-50",1,0,0
"1417","60-100","0-0.02",0.15,"2-3",1,0,0
"1418","60-100","0-0.02",0.15,"3-4",1,0,0
"1419","60-100","0-0.02",0.15,"4-5",1,0,0
"1420","60-100","0-0.02",0.15,"5-10",1,0,0
"1421","60-100","0-0.02",0.15,"10-20",1,0,0
"1422","60-100","0-0.02",0.15,"20-30",1,0,0
"1423","60-100","0-0.02",0.15,"30-40",1,0,0
"1424","60-100","0-0.02",0.15,"40-50",1,0,0
"1425","60-100","0-0.02",0.2,"2-3",1,0,0
"1426","60-100","0-0.02",0.2,"3-4",1,0,0
"1427","60-100","0-0.02",0.2,"4-5",1,0,0
"1428","60-100","0-0.02",0.2,"5-10",1,0,0
"1429","60-100","0-0.02",0.2,"10-20",1,0,0
"1430","60-100","0-0.02",0.2,"20-30",1,0,0
"1431","60-100","0-0.02",0.2,"30-40",1,0,0
"1432","60-100","0-0.02",0.2,"40-50",1,0,0
"1433","60-100","0-0.02",0.25,"2-3",1,0,0
"1434","60-100","0-0.02",0.25,"3-4",1,0,0
"1435","60-100","0-0.02",0.25,"4-5",1,0,0
"1436","60-100","0-0.02",0.25,"5-10",1,0,0
"1437","60-100","0-0.02",0.25,"10-20",1,0,0
"1438","60-100","0-0.02",0.25,"20-30",1,0,0
"1439","60-100","0-0.02",0.25,"30-40",1,0,0
"1440","60-100","0-0.02",0.25,"40-50",1,0,0
"1441","60-100","0.02-0.04",0.05,"2-3",1,0,0
"1442","60-100","0.02-0.04",0.05,"3-4",1,0,0
"1443","60-100","0.02-0.04",0.05,"4-5",1,0,0
"1444","60-100","0.02-0.04",0.05,"5-10",1,0,0
"1445","60-100","0.02-0.04",0.05,"10-20",1,0,0
"1446","60-100","0.02-0.04",0.05,"20-30",1,0,0
"1447","60-100","0.02-0.04",0.05,"30-40",1,0,0
"1448","60-100","0.02-0.04",0.05,"40-50",1,0,0
"1449","60-100","0.02-0.04",0.1,"2-3",1,0,0
"1450","60-100","0.02-0.04",0.1,"3-4",1,0,0
"1451","60-100","0.02-0.04",0.1,"4-5",1,0,0
"1452","60-100","0.02-0.04",0.1,"5-10",1,0,0
"1453","60-100","0.02-0.04",0.1,"10-20",1,0,0
"1454","60-100","0.02-0.04",0.1,"20-30",1,0,0
"1455","60-100","0.02-0.04",0.1,"30-40",1,0,0
"1456","60-100","0.02-0.04",0.1,"40-50",1,0,0
"1457","60-100","0.02-0.04",0.15,"2-3",1,0,0
"1458","60-100","0.02-0.04",0.15,"3-4",1,0,0
"1459","60-100","0.02-0.04",0.15,"4-5",1,0,0
"1460","60-100","0.02-0.04",0.15,"5-10",1,0,0
"1461","60-100","0.02-0.04",0.15,"10-20",1,0,0
"1462","60-100","0.02-0.04",0.15,"20-30",1,0,0
"1463","60-100","0.02-0.04",0.15,"30-40",1,0,0
"1464","60-100","0.02-0.04",0.15,"40-50",1,0,0
"1465","60-100","0.02-0.04",0.2,"2-3",1,0,0
"1466","60-100","0.02-0.04",0.2,"3-4",1,0,0
"1467","60-100","0.02-0.04",0.2,"4-5",1,0,0
"1468","60-100","0.02-0.04",0.2,"5-10",1,0,0
"1469","60-100","0.02-0.04",0.2,"10-20",1,0,0
"1470","60-100","0.02-0.04",0.2,"20-30",1,0,0
"1471","60-100","0.02-0.04",0.2,"30-40",1,0,0
"1472","60-100","0.02-0.04",0.2,"40-50",1,0,0
"1473","60-100","0.02-0.04",0.25,"2-3",1,0,0
"1474","60-100","0.02-0.04",0.25,"3-4",1,0,0
"1475","60-100","0.02-0.04",0.25,"4-5",1,0,0
"1476","60-100","0.02-0.04",0.25,"5-10",1,0,0
"1477","60-100","0.02-0.04",0.25,"10-20",1,0,0
"1478","60-100","0.02-0.04",0.25,"20-30",1,0,0
"1479","60-100","0.02-0.04",0.25,"30-40",1,0,0
"1480","60-100","0.02-0.04",0.25,"40-50",1,0,0
"1481","60-100","0.04-0.06",0.05,"2-3",1,0,0
"1482","60-100","0.04-0.06",0.05,"3-4",1,0,0
"1483","60-100","0.04-0.06",0.05,"4-5",1,0,0
"1484","60-100","0.04-0.06",0.05,"5-10",1,0,0
"1485","60-100","0.04-0.06",0.05,"10-20",1,0,0
"1486","60-100","0.04-0.06",0.05,"20-30",1,0,0
"1487","60-100","0.04-0.06",0.05,"30-40",1,0,0
"1488","60-100","0.04-0.06",0.05,"40-50",1,0,0
"1489","60-100","0.04-0.06",0.1,"2-3",1,0,0
"1490","60-100","0.04-0.06",0.1,"3-4",1,0,0
"1491","60-100","0.04-0.06",0.1,"4-5",1,0,0
"1492","60-100","0.04-0.06",0.1,"5-10",1,0,0
"1493","60-100","0.04-0.06",0.1,"10-20",1,0,0
"1494","60-100","0.04-0.06",0.1,"20-30",1,0,0
"1495","60-100","0.04-0.06",0.1,"30-40",1,0,0
"1496","60-100","0.04-0.06",0.1,"40-50",1,0,0
"1497","60-100","0.04-0.06",0.15,"2-3",1,0,0
"1498","60-100","0.04-0.06",0.15,"3-4",1,0,0
"1499","60-100","0.04-0.06",0.15,"4-5",1,0,0
"1500","60-100","0.04-0.06",0.15,"5-10",1,0,0
"1501","60-100","0.04-0.06",0.15,"10-20",1,0,0
"1502","60-100","0.04-0.06",0.15,"20-30",1,0,0
"1503","60-100","0.04-0.06",0.15,"30-40",1,0,0
"1504","60-100","0.04-0.06",0.15,"40-50",1,0,0
"1505","60-100","0.04-0.06",0.2,"2-3",1,0,0
"1506","60-100","0.04-0.06",0.2,"3-4",1,0,0
"1507","60-100","0.04-0.06",0.2,"4-5",1,0,0
"1508","60-100","0.04-0.06",0.2,"5-10",1,0,0
"1509","60-100","0.04-0.06",0.2,"10-20",1,0,0
"1510","60-100","0.04-0.06",0.2,"20-30",1,0,0
"1511","60-100","0.04-0.06",0.2,"30-40",1,0,0
"1512","60-100","0.04-0.06",0.2,"40-50",1,0,0
"1513","60-100","0.04-0.06",0.25,"2-3",1,0,0
"1514","60-100","0.04-0.06",0.25,"3-4",1,0,0
"1515","60-100","0.04-0.06",0.25,"4-5",1,0,0
"1516","60-100","0.04-0.06",0.25,"5-10",1,0,0
"1517","60-100","0.04-0.06",0.25,"10-20",1,0,0
"1518","60-100","0.04-0.06",0.25,"20-30",1,0,0
"1519","60-100","0.04-0.06",0.25,"30-40",1,0,0
"1520","60-100","0.04-0.06",0.25,"40-50",1,0,0
"1521","60-100","0.06-0.08",0.05,"2-3",1,0,0
"1522","60-100","0.06-0.08",0.05,"3-4",1,0,0
"1523","60-100","0.06-0.08",0.05,"4-5",1,0,0
"1524","60-100","0.06-0.08",0.05,"5-10",1,0,0
"1525","60-100","0.06-0.08",0.05,"10-20",1,0,0
"1526","60-100","0.06-0.08",0.05,"20-30",1,0,0
"1527","60-100","0.06-0.08",0.05,"30-40",1,0,0
"1528","60-100","0.06-0.08",0.05,"40-50",1,0,0
"1529","60-100","0.06-0.08",0.1,"2-3",1,0,0
"1530","60-100","0.06-0.08",0.1,"3-4",1,0,0
"1531","60-100","0.06-0.08",0.1,"4-5",1,0,0
"1532","60-100","0.06-0.08",0.1,"5-10",1,0,0
"1533","60-100","0.06-0.08",0.1,"10-20",1,0,0
"1534","60-100","0.06-0.08",0.1,"20-30",1,0,0
"1535","60-100","0.06-0.08",0.1,"30-40",1,0,0
"1536","60-100","0.06-0.08",0.1,"40-50",1,0,0
"1537","60-100","0.06-0.08",0.15,"2-3",1,0,0
"1538","60-100","0.06-0.08",0.15,"3-4",1,0,0
"1539","60-100","0.06-0.08",0.15,"4-5",1,0,0
"1540","60-100","0.06-0.08",0.15,"5-10",1,0,0
"1541","60-100","0.06-0.08",0.15,"10-20",1,0,0
"1542","60-100","0.06-0.08",0.15,"20-30",1,0,0
"1543","60-100","0.06-0.08",0.15,"30-40",1,0,0
"1544","60-100","0.06-0.08",0.15,"40-50",1,0,0
"1545","60-100","0.06-0.08",0.2,"2-3",1,0,0
"1546","60-100","0.06-0.08",0.2,"3-4",1,0,0
"1547","60-100","0.06-0.08",0.2,"4-5",1,0,0
"1548","60-100","0.06-0.08",0.2,"5-10",1,0,0
"1549","60-100","0.06-0.08",0.2,"10-20",1,0,0
"1550","60-100","0.06-0.08",0.2,"20-30",1,0,0
"1551","60-100","0.06-0.08",0.2,"30-40",1,0,0
"1552","60-100","0.06-0.08",0.2,"40-50",1,0,0
"1553","60-100","0.06-0.08",0.25,"2-3",1,0,0
"1554","60-100","0.06-0.08",0.25,"3-4",1,0,0
"1555","60-100","0.06-0.08",0.25,"4-5",1,0,0
"1556","60-100","0.06-0.08",0.25,"5-10",1,0,0
"1557","60-100","0.06-0.08",0.25,"10-20",1,0,0
"1558","60-100","0.06-0.08",0.25,"20-30",1,0,0
"1559","60-100","0.06-0.08",0.25,"30-40",1,0,0
"1560","60-100","0.06-0.08",0.25,"40-50",1,0,0
"1561","60-100","0.08-0.1",0.05,"2-3",1,0,0
"1562","60-100","0.08-0.1",0.05,"3-4",1,0,0
"1563","60-100","0.08-0.1",0.05,"4-5",1,0,0
"1564","60-100","0.08-0.1",0.05,"5-10",1,0,0
"1565","60-100","0.08-0.1",0.05,"10-20",1,0,0
"1566","60-100","0.08-0.1",0.05,"20-30",1,0,0
"1567","60-100","0.08-0.1",0.05,"30-40",1,0,0
"1568","60-100","0.08-0.1",0.05,"40-50",1,0,0
"1569","60-100","0.08-0.1",0.1,"2-3",1,0,0
"1570","60-100","0.08-0.1",0.1,"3-4",1,0,0
"1571","60-100","0.08-0.1",0.1,"4-5",1,0,0
"1572","60-100","0.08-0.1",0.1,"5-10",1,0,0
"1573","60-100","0.08-0.1",0.1,"10-20",1,0,0
"1574","60-100","0.08-0.1",0.1,"20-30",1,0,0
"1575","60-100","0.08-0.1",0.1,"30-40",1,0,0
"1576","60-100","0.08-0.1",0.1,"40-50",1,0,0
"1577","60-100","0.08-0.1",0.15,"2-3",1,0,0
"1578","60-100","0.08-0.1",0.15,"3-4",1,0,0
"1579","60-100","0.08-0.1",0.15,"4-5",1,0,0
"1580","60-100","0.08-0.1",0.15,"5-10",1,0,0
"1581","60-100","0.08-0.1",0.15,"10-20",1,0,0
"1582","60-100","0.08-0.1",0.15,"20-30",1,0,0
"1583","60-100","0.08-0.1",0.15,"30-40",1,0,0
"1584","60-100","0.08-0.1",0.15,"40-50",1,0,0
"1585","60-100","0.08-0.1",0.2,"2-3",1,0,0
"1586","60-100","0.08-0.1",0.2,"3-4",1,0,0
"1587","60-100","0.08-0.1",0.2,"4-5",1,0,0
"1588","60-100","0.08-0.1",0.2,"5-10",1,0,0
"1589","60-100","0.08-0.1",0.2,"10-20",1,0,0
"1590","60-100","0.08-0.1",0.2,"20-30",1,0,0
"1591","60-100","0.08-0.1",0.2,"30-40",1,0,0
"1592","60-100","0.08-0.1",0.2,"40-50",1,0,0
"1593","60-100","0.08-0.1",0.25,"2-3",1,0,0
"1594","60-100","0.08-0.1",0.25,"3-4",1,0,0
"1595","60-100","0.08-0.1",0.25,"4-5",1,0,0
"1596","60-100","0.08-0.1",0.25,"5-10",1,0,0
"1597","60-100","0.08-0.1",0.25,"10-20",1,0,0
"1598","60-100","0.08-0.1",0.25,"20-30",1,0,0
"1599","60-100","0.08-0.1",0.25,"30-40",1,0,0
"1600","60-100","0.08-0.1",0.25,"40-50",1,0,0
"1601","100-500","0-0.02",0.05,"2-3",1,0,0
"1602","100-500","0-0.02",0.05,"3-4",1,0,0
"1603","100-500","0-0.02",0.05,"4-5",1,0,0
"1604","100-500","0-0.02",0.05,"5-10",1,0,0
"1605","100-500","0-0.02",0.05,"10-20",1,0,0
"1606","100-500","0-0.02",0.05,"20-30",1,0,0
"1607","100-500","0-0.02",0.05,"30-40",1,0,0
"1608","100-500","0-0.02",0.05,"40-50",1,0,0
"1609","100-500","0-0.02",0.1,"2-3",1,0,0
"1610","100-500","0-0.02",0.1,"3-4",1,0,0
"1611","100-500","0-0.02",0.1,"4-5",1,0,0
"1612","100-500","0-0.02",0.1,"5-10",1,0,0
"1613","100-500","0-0.02",0.1,"10-20",1,0,0
"1614","100-500","0-0.02",0.1,"20-30",1,0,0
"1615","100-500","0-0.02",0.1,"30-40",1,0,0
"1616","100-500","0-0.02",0.1,"40-50",1,0,0
"1617","100-500","0-0.02",0.15,"2-3",1,0,0
"1618","100-500","0-0.02",0.15,"3-4",1,0,0
"1619","100-500","0-0.02",0.15,"4-5",1,0,0
"1620","100-500","0-0.02",0.15,"5-10",1,0,0
"1621","100-500","0-0.02",0.15,"10-20",1,0,0
"1622","100-500","0-0.02",0.15,"20-30",1,0,0
"1623","100-500","0-0.02",0.15,"30-40",1,0,0
"1624","100-500","0-0.02",0.15,"40-50",1,0,0
"1625","100-500","0-0.02",0.2,"2-3",1,0,0
"1626","100-500","0-0.02",0.2,"3-4",1,0,0
"1627","100-500","0-0.02",0.2,"4-5",1,0,0
"1628","100-500","0-0.02",0.2,"5-10",1,0,0
"1629","100-500","0-0.02",0.2,"10-20",1,0,0
"1630","100-500","0-0.02",0.2,"20-30",1,0,0
"1631","100-500","0-0.02",0.2,"30-40",1,0,0
"1632","100-500","0-0.02",0.2,"40-50",1,0,0
"1633","100-500","0-0.02",0.25,"2-3",1,0,0
"1634","100-500","0-0.02",0.25,"3-4",1,0,0
"1635","100-500","0-0.02",0.25,"4-5",1,0,0
"1636","100-500","0-0.02",0.25,"5-10",1,0,0
"1637","100-500","0-0.02",0.25,"10-20",1,0,0
"1638","100-500","0-0.02",0.25,"20-30",1,0,0
"1639","100-500","0-0.02",0.25,"30-40",1,0,0
"1640","100-500","0-0.02",0.25,"40-50",1,0,0
"1641","100-500","0.02-0.04",0.05,"2-3",1,0,0
"1642","100-500","0.02-0.04",0.05,"3-4",1,0,0
"1643","100-500","0.02-0.04",0.05,"4-5",1,0,0
"1644","100-500","0.02-0.04",0.05,"5-10",1,0,0
"1645","100-500","0.02-0.04",0.05,"10-20",1,0,0
"1646","100-500","0.02-0.04",0.05,"20-30",1,0,0
"1647","100-500","0.02-0.04",0.05,"30-40",1,0,0
"1648","100-500","0.02-0.04",0.05,"40-50",0.999696509863429,0.000303490136570561,0
"1649","100-500","0.02-0.04",0.1,"2-3",1,0,0
"1650","100-500","0.02-0.04",0.1,"3-4",1,0,0
"1651","100-500","0.02-0.04",0.1,"4-5",1,0,0
"1652","100-500","0.02-0.04",0.1,"5-10",1,0,0
"1653","100-500","0.02-0.04",0.1,"10-20",1,0,0
"1654","100-500","0.02-0.04",0.1,"20-30",1,0,0
"1655","100-500","0.02-0.04",0.1,"30-40",1,0,0
"1656","100-500","0.02-0.04",0.1,"40-50",1,0,0
"1657","100-500","0.02-0.04",0.15,"2-3",1,0,0
"1658","100-500","0.02-0.04",0.15,"3-4",1,0,0
"1659","100-500","0.02-0.04",0.15,"4-5",1,0,0
"1660","100-500","0.02-0.04",0.15,"5-10",1,0,0
"1661","100-500","0.02-0.04",0.15,"10-20",1,0,0
"1662","100-500","0.02-0.04",0.15,"20-30",1,0,0
"1663","100-500","0.02-0.04",0.15,"30-40",1,0,0
"1664","100-500","0.02-0.04",0.15,"40-50",1,0,0
"1665","100-500","0.02-0.04",0.2,"2-3",1,0,0
"1666","100-500","0.02-0.04",0.2,"3-4",1,0,0
"1667","100-500","0.02-0.04",0.2,"4-5",1,0,0
"1668","100-500","0.02-0.04",0.2,"5-10",1,0,0
"1669","100-500","0.02-0.04",0.2,"10-20",1,0,0
"1670","100-500","0.02-0.04",0.2,"20-30",1,0,0
"1671","100-500","0.02-0.04",0.2,"30-40",1,0,0
"1672","100-500","0.02-0.04",0.2,"40-50",1,0,0
"1673","100-500","0.02-0.04",0.25,"2-3",1,0,0
"1674","100-500","0.02-0.04",0.25,"3-4",1,0,0
"1675","100-500","0.02-0.04",0.25,"4-5",1,0,0
"1676","100-500","0.02-0.04",0.25,"5-10",1,0,0
"1677","100-500","0.02-0.04",0.25,"10-20",1,0,0
"1678","100-500","0.02-0.04",0.25,"20-30",1,0,0
"1679","100-500","0.02-0.04",0.25,"30-40",1,0,0
"1680","100-500","0.02-0.04",0.25,"40-50",1,0,0
"1681","100-500","0.04-0.06",0.05,"2-3",1,0,0
"1682","100-500","0.04-0.06",0.05,"3-4",1,0,0
"1683","100-500","0.04-0.06",0.05,"4-5",1,0,0
"1684","100-500","0.04-0.06",0.05,"5-10",1,0,0
"1685","100-500","0.04-0.06",0.05,"10-20",1,0,0
"1686","100-500","0.04-0.06",0.05,"20-30",1,0,0
"1687","100-500","0.04-0.06",0.05,"30-40",0.99813200498132,0.00186799501867995,0
"1688","100-500","0.04-0.06",0.05,"40-50",0.98096992019644,0.0190300798035605,0
"1689","100-500","0.04-0.06",0.1,"2-3",1,0,0
"1690","100-500","0.04-0.06",0.1,"3-4",1,0,0
"1691","100-500","0.04-0.06",0.1,"4-5",1,0,0
"1692","100-500","0.04-0.06",0.1,"5-10",1,0,0
"1693","100-500","0.04-0.06",0.1,"10-20",1,0,0
"1694","100-500","0.04-0.06",0.1,"20-30",1,0,0
"1695","100-500","0.04-0.06",0.1,"30-40",0.999695214873514,0.000304785126485827,0
"1696","100-500","0.04-0.06",0.1,"40-50",0.995082974800246,0.00491702519975415,0
"1697","100-500","0.04-0.06",0.15,"2-3",1,0,0
"1698","100-500","0.04-0.06",0.15,"3-4",1,0,0
"1699","100-500","0.04-0.06",0.15,"4-5",1,0,0
"1700","100-500","0.04-0.06",0.15,"5-10",1,0,0
"1701","100-500","0.04-0.06",0.15,"10-20",1,0,0
"1702","100-500","0.04-0.06",0.15,"20-30",1,0,0
"1703","100-500","0.04-0.06",0.15,"30-40",1,0,0
"1704","100-500","0.04-0.06",0.15,"40-50",0.996634026927785,0.00336597307221542,0
"1705","100-500","0.04-0.06",0.2,"2-3",1,0,0
"1706","100-500","0.04-0.06",0.2,"3-4",1,0,0
"1707","100-500","0.04-0.06",0.2,"4-5",1,0,0
"1708","100-500","0.04-0.06",0.2,"5-10",1,0,0
"1709","100-500","0.04-0.06",0.2,"10-20",1,0,0
"1710","100-500","0.04-0.06",0.2,"20-30",1,0,0
"1711","100-500","0.04-0.06",0.2,"30-40",1,0,0
"1712","100-500","0.04-0.06",0.2,"40-50",0.999074645280691,0.000925354719309068,0
"1713","100-500","0.04-0.06",0.25,"2-3",1,0,0
"1714","100-500","0.04-0.06",0.25,"3-4",1,0,0
"1715","100-500","0.04-0.06",0.25,"4-5",1,0,0
"1716","100-500","0.04-0.06",0.25,"5-10",1,0,0
"1717","100-500","0.04-0.06",0.25,"10-20",1,0,0
"1718","100-500","0.04-0.06",0.25,"20-30",1,0,0
"1719","100-500","0.04-0.06",0.25,"30-40",1,0,0
"1720","100-500","0.04-0.06",0.25,"40-50",0.999394673123487,0.000605326876513317,0
"1721","100-500","0.06-0.08",0.05,"2-3",1,0,0
"1722","100-500","0.06-0.08",0.05,"3-4",1,0,0
"1723","100-500","0.06-0.08",0.05,"4-5",1,0,0
"1724","100-500","0.06-0.08",0.05,"5-10",1,0,0
"1725","100-500","0.06-0.08",0.05,"10-20",1,0,0
"1726","100-500","0.06-0.08",0.05,"20-30",0.998765050941649,0.00123494905835134,0
"1727","100-500","0.06-0.08",0.05,"30-40",0.95366444579043,0.04633555420957,0
"1728","100-500","0.06-0.08",0.05,"40-50",0.825367647058823,0.17156862745098,0.00306372549019608
"1729","100-500","0.06-0.08",0.1,"2-3",1,0,0
"1730","100-500","0.06-0.08",0.1,"3-4",1,0,0
"1731","100-500","0.06-0.08",0.1,"4-5",1,0,0
"1732","100-500","0.06-0.08",0.1,"5-10",1,0,0
"1733","100-500","0.06-0.08",0.1,"10-20",1,0,0
"1734","100-500","0.06-0.08",0.1,"20-30",0.999702114983616,0.000297885016383676,0
"1735","100-500","0.06-0.08",0.1,"30-40",0.98544266191325,0.0145573380867499,0
"1736","100-500","0.06-0.08",0.1,"40-50",0.895341614906832,0.104658385093168,0
"1737","100-500","0.06-0.08",0.15,"2-3",1,0,0
"1738","100-500","0.06-0.08",0.15,"3-4",1,0,0
"1739","100-500","0.06-0.08",0.15,"4-5",1,0,0
"1740","100-500","0.06-0.08",0.15,"5-10",1,0,0
"1741","100-500","0.06-0.08",0.15,"10-20",1,0,0
"1742","100-500","0.06-0.08",0.15,"20-30",1,0,0
"1743","100-500","0.06-0.08",0.15,"30-40",0.991972831120716,0.00802716887928373,0
"1744","100-500","0.06-0.08",0.15,"40-50",0.882136279926335,0.117863720073665,0
"1745","100-500","0.06-0.08",0.2,"2-3",1,0,0
"1746","100-500","0.06-0.08",0.2,"3-4",1,0,0
"1747","100-500","0.06-0.08",0.2,"4-5",1,0,0
"1748","100-500","0.06-0.08",0.2,"5-10",1,0,0
"1749","100-500","0.06-0.08",0.2,"10-20",1,0,0
"1750","100-500","0.06-0.08",0.2,"20-30",1,0,0
"1751","100-500","0.06-0.08",0.2,"30-40",0.994394269697913,0.00560573030208658,0
"1752","100-500","0.06-0.08",0.2,"40-50",0.909258123850399,0.0907418761496015,0
"1753","100-500","0.06-0.08",0.25,"2-3",1,0,0
"1754","100-500","0.06-0.08",0.25,"3-4",1,0,0
"1755","100-500","0.06-0.08",0.25,"4-5",1,0,0
"1756","100-500","0.06-0.08",0.25,"5-10",1,0,0
"1757","100-500","0.06-0.08",0.25,"10-20",1,0,0
"1758","100-500","0.06-0.08",0.25,"20-30",1,0,0
"1759","100-500","0.06-0.08",0.25,"30-40",0.993928354584092,0.00607164541590771,0
"1760","100-500","0.06-0.08",0.25,"40-50",0.912216083486802,0.0877839165131983,0
"1761","100-500","0.08-0.1",0.05,"2-3",1,0,0
"1762","100-500","0.08-0.1",0.05,"3-4",1,0,0
"1763","100-500","0.08-0.1",0.05,"4-5",1,0,0
"1764","100-500","0.08-0.1",0.05,"5-10",1,0,0
"1765","100-500","0.08-0.1",0.05,"10-20",1,0,0
"1766","100-500","0.08-0.1",0.05,"20-30",0.97442143727162,0.02557856272838,0
"1767","100-500","0.08-0.1",0.05,"30-40",0.820544176092938,0.178538673188627,0.000917150718434729
"1768","100-500","0.08-0.1",0.05,"40-50",0.603997501561524,0.381011867582761,0.0149906308557152
"1769","100-500","0.08-0.1",0.1,"2-3",1,0,0
"1770","100-500","0.08-0.1",0.1,"3-4",1,0,0
"1771","100-500","0.08-0.1",0.1,"4-5",1,0,0
"1772","100-500","0.08-0.1",0.1,"5-10",1,0,0
"1773","100-500","0.08-0.1",0.1,"10-20",1,0,0
"1774","100-500","0.08-0.1",0.1,"20-30",0.992992078001219,0.00700792199878123,0
"1775","100-500","0.08-0.1",0.1,"30-40",0.898555179833999,0.101444820166001,0
"1776","100-500","0.08-0.1",0.1,"40-50",0.671056569889255,0.328943430110745,0
"1777","100-500","0.08-0.1",0.15,"2-3",1,0,0
"1778","100-500","0.08-0.1",0.15,"3-4",1,0,0
"1779","100-500","0.08-0.1",0.15,"4-5",1,0,0
"1780","100-500","0.08-0.1",0.15,"5-10",1,0,0
"1781","100-500","0.08-0.1",0.15,"10-20",1,0,0
"1782","100-500","0.08-0.1",0.15,"20-30",0.99594383775351,0.00405616224648986,0
"1783","100-500","0.08-0.1",0.15,"30-40",0.879938271604938,0.120061728395062,0
"1784","100-500","0.08-0.1",0.15,"40-50",0.627155848228285,0.372530573847601,0.000313577924114142
"1785","100-500","0.08-0.1",0.2,"2-3",1,0,0
"1786","100-500","0.08-0.1",0.2,"3-4",1,0,0
"1787","100-500","0.08-0.1",0.2,"4-5",1,0,0
"1788","100-500","0.08-0.1",0.2,"5-10",1,0,0
"1789","100-500","0.08-0.1",0.2,"10-20",1,0,0
"1790","100-500","0.08-0.1",0.2,"20-30",0.997863247863248,0.00213675213675214,0
"1791","100-500","0.08-0.1",0.2,"30-40",0.905169776690119,0.0948302233098807,0
"1792","100-500","0.08-0.1",0.2,"40-50",0.653073833796725,0.346617238183503,0.000308928019771393
"1793","100-500","0.08-0.1",0.25,"2-3",1,0,0
"1794","100-500","0.08-0.1",0.25,"3-4",1,0,0
